aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities,summary
,2026-01-20T20:16:52.221328Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"To maintain long-term access and persistence on compromised systems, the malware creates scheduled tasks using the Windows 'schtasks' utility. The tasks are configured with parameters such as /TN (task name), /TR (task run), /DELAY0001:00, and optionally /RL HIGHEST to ensure elevated privileges. This allows the RAT to execute automatically at specified intervals or system events, ensuring continued operation even after system reboots or user logouts.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1053/005/"", ""external_id"": ""T1053.005""}]",,attack-pattern--88dcfda0-30cb-6f83-a147-d80650806f81,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-20T20:16:52.221328Z,Scheduled Task Creation for Persistence,,,,,,2.1,,,attack-pattern,,,"The object contains information about a specific attack pattern related to malware persistence. The attack pattern involves the creation of scheduled tasks using the Windows 'schtasks' utility, allowing the malware to execute automatically at specified intervals or system events. This ensures continued operation even after system reboots or user logouts.

The tasks created by the malware are configured with parameters such as /TN (task name), /TR (task run), /DELAY0001:00, and optionally /RL HIGHEST to ensure elevated privileges. The use of these parameters enables the RAT (Remote Access Trojan) to execute automatically at specified intervals or system events.

The attack pattern is associated with a specific technique number (T1053.005) from the MITRE-Attack framework, indicating its relevance to persistent malware operations. Furthermore, it falls under the phase of ""persistence"" in the kill chain.

There is no information available on the goals, indicators, family classification, sophistication level, or tool types associated with this attack pattern. However, it is classified as an attack pattern rather than a malware type, suggesting that it describes a broader category of malicious activities rather than a specific piece of malware itself."
,2026-01-20T20:16:52.221386Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The malware employs obfuscation techniques for its command and control (C2) communications, encoding commands and data in base64 format. This obfuscation is designed to evade network-based detection mechanisms and hinder analysis by security tools. Before execution, the malware decodes the base64-encoded commands, allowing it to interact with its C2 infrastructure in a manner that is less likely to be flagged by intrusion detection systems or network monitoring solutions.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1027/"", ""external_id"": ""T1027""}]",,attack-pattern--29fd0255-a3bd-96ba-5d8d-6e485f1232e2,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221386Z,Obfuscated Command and Control Communications,,,,,,2.1,,,attack-pattern,,,"The object contains information about a specific type of malware attack pattern known as ""Obfuscated Command and Control Communications."" This attack pattern employs obfuscation techniques to evade network-based detection mechanisms and hinder analysis by security tools. The malware encodes commands and data in base64 format, which is then decoded before execution to allow the malware to interact with its command and control (C2) infrastructure in a manner that is less likely to be flagged by intrusion detection systems or network monitoring solutions.

The attack pattern is associated with a specific threat actor type, as indicated by an external reference to Mitre-Attack technique T1027. This reference provides additional context about the attack pattern and its relationship to other threat actors and tactics.

The primary motivation behind this attack pattern appears to be evasion of detection and analysis by security tools, rather than any malicious intent to cause harm. The sophistication level of this attack pattern is unknown, but it is clear that it is a sophisticated tactic used by malware authors to evade detection.

Overall, the ""Obfuscated Command and Control Communications"" attack pattern is an example of a stealthy and evasive malware technique that can make it difficult for security systems to detect and analyze malicious activity."
,2026-01-20T20:16:52.221441Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"To execute received instructions, the RAT decodes base64-encoded commands obtained from its command and control server. This deobfuscation step is necessary for the malware to interpret and act on the attacker’s directives, and also serves as an additional layer of defense evasion by making static analysis and detection more difficult. The technique demonstrates the malware’s capability to process obfuscated data and maintain covert communications with its operators.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1140/"", ""external_id"": ""T1140""}]",,attack-pattern--336bc9d6-a078-fb3e-f571-ab3c7584ec1f,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221441Z,Deobfuscation of C2 Commands Prior to Execution,,,,,,2.1,,,attack-pattern,,,"The object contains a description of an attack pattern related to the deobfuscation of command and control (C2) commands prior to execution. This technique is necessary for malware, specifically a Remote Access Trojan (RAT), to interpret and act on attacker's directives, while also serving as an additional layer of defense evasion by making static analysis and detection more difficult. The approach demonstrates the malware's capability to process obfuscated data and maintain covert communications with its operators.

The attack pattern is categorized under the MITRE-Attack framework, specifically technique T1140, which describes using legitimate tools to carry out malicious operations without arousing suspicion. This technique also serves as an indicator of the sophistication of the malware, making it more challenging for defenders to detect and analyze.

The primary motivation behind this technique appears to be evasion of detection, allowing the malware to operate undetected while still achieving its intended goals. The attack pattern can be used by attackers to make their malicious activities appear legitimate and increase the chances of successful exploitation.

Overall, the deobfuscation of C2 commands prior to execution is a critical component of modern malware tactics, enabling attackers to maintain operational security and evade detection by defenders."
"[""Rust-based Remote Access Trojan""]",2026-01-20T20:16:55.446473Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The campaign delivers a Rust-based Remote Access Trojan (RAT), referred to as 'Covert RAT', through a multi-stage spear-phishing attack targeting Argentina's judicial sector. The RAT is deployed via a weaponized LNK file and BAT script, enabling stealthy remote access and persistence on victim systems.",,,malware--9a397603-b70a-a185-c1e9-d252b6cc7ad9,,,True,,"[""remote-access-trojan"", ""trojan""]",2026-01-20T20:16:55.446473Z,Covert RAT,,,,,,2.1,,,malware,,"[""remote-access"", ""persistence"", ""anti-analysis"", ""command-and-control""]","The object contains a malicious software known as Covert RAT, which is a Rust-based Remote Access Trojan. It was deployed through a multi-stage spear-phishing attack targeting Argentina's judicial sector, aiming to gain stealthy remote access and persistence on victim systems. The malware is transmitted via a weaponized LNK file and BAT script.

Covert RAT operates by enabling the attackers to remotely access and control compromised systems, allowing them to execute malicious commands and maintain persistent infections. This Trojan has been classified as a remote-access-trojan and trojan malware.

The primary motivation behind Covert RAT appears to be malicious in nature, with no information available regarding its intended goals or motivations beyond providing stealthy remote access and persistence capabilities to attackers."
,2026-01-20T20:16:59.983889Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The article describes a sophisticated spear-phishing campaign targeting Argentina’s judicial sector, but does not explicitly attribute the activity to any known threat actor or group. The actor leverages advanced anti-analysis techniques, judicial-themed decoys, and a Rust-based Remote Access Trojan to achieve persistent access.",,"[""Establish persistent access within judicial-sector environments"", ""Exfiltrate sensitive legal and institutional data"", ""Exploit trust in judicial communications""]",threat-actor--ad921d60-4863-6625-8809-553a3db49a4a,,,,,,2026-01-20T20:16:59.983889Z,Unknown,,,,espionage,advanced,2.1,"[""unknown""]",,threat-actor,,,"The object contains information about a sophisticated threat actor that has been detected in an advanced spear-phishing campaign targeting Argentina's judicial sector. This campaign leverages various tactics, including anti-analysis techniques, judicial-themed decoys, and a Rust-based Remote Access Trojan, to achieve persistent access within the targeted environments.

The primary goals of this threat actor are to establish persistent access within judicial-sector environments, exfiltrate sensitive legal and institutional data, and exploit trust in judicial communications. The sophistication level of this threat actor is classified as advanced, indicating that it employs highly sophisticated techniques and tools to evade detection and achieve its objectives.

No specific known threat actor or group has been attributed to this activity, which suggests that the actor may be a new or unknown entity. However, it is worth noting that the campaign's tactics and techniques are reminiscent of other advanced threat actors, suggesting that it may be part of a larger ecosystem of similar threats.

The primary motivation behind this threat actor's activities appears to be espionage, with the goal of obtaining sensitive information related to the judicial sector. The use of judicial-themed decoys and anti-analysis techniques further suggests that the actor is attempting to blend in with the targeted environment and avoid detection.

Overall, this threat actor presents a significant concern for organizations within the judicial sector, highlighting the need for enhanced security measures to protect against advanced spear-phishing campaigns and persistent access threats."
,2026-01-20T20:17:07.779482Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"PowerShell is used to stealthily execute a batch script from a Windows shortcut (.LNK) file, bypassing execution policy and running in hidden mode to avoid user detection. It is also used to download and execute a payload from a remote GitHub repository, facilitating multi-stage malware delivery.",,,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:17:07.779482Z,PowerShell,,,,,,2.1,,"[""execution"", ""defense-evasion"", ""remote-access""]",tool,,,"The object contains information about a tool known as PowerShell. It is used to stealthily execute a batch script from a Windows shortcut file, allowing it to bypass execution policy and run in hidden mode, thus avoiding user detection. Additionally, PowerShell is utilized for downloading and executing a payload from a remote GitHub repository, which facilitates multi-stage malware delivery.

The primary motivation behind using PowerShell appears to be defense evasion, as it allows the tool to operate covertly by utilizing its stealthy nature to evade user detection. Furthermore, PowerShell can be used for execution and remote-access purposes, enabling attackers to remotely access systems without being detected.

It is essential to note that the specific motivations and capabilities of PowerShell may vary depending on the context in which it is used. However, in this case, the primary motivation seems to be defense evasion, while also providing execution and remote-access capabilities."
,2026-01-20T20:17:07.779564Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"A batch file is used as a loader script to automate the downloading and execution of a second-stage payload from GitHub, enabling the attacker to run malicious code without direct user interaction.",,,tool--b10018d2-ec93-f738-f427-b44bc89d659d,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:17:07.779564Z,Windows Batch Script (.BAT),,,,,,2.1,,"[""execution"", ""defense-evasion""]",tool,,,"The object contains information about a type of malicious tool known as a Windows Batch Script (.BAT). This script is used to automate the downloading and execution of a second-stage payload from GitHub, allowing an attacker to run malicious code without requiring direct user interaction. The primary goal of this tool is to enable attackers to carry out their nefarious activities with minimal human involvement.

The tool's characteristics include its classification as a defense-evasion technique, indicating that it is designed to evade detection by security systems. Additionally, the script can be used for execution purposes, suggesting that it may be employed in various malicious contexts. The presence of multiple kill chain phases, including ""execution,"" highlights the potential for widespread exploitation.

While specific details about malware types and sophistication levels are not provided, it is clear that this tool has been categorized as a threat based on its functionality. Furthermore, its association with GitHub suggests a level of organization and planning behind the malicious activities it enables. Overall, the object provides valuable insight into the nature and capabilities of Windows Batch Scripts (.BAT) used in malicious contexts."
,2026-01-20T20:17:07.779616Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"A Windows shortcut file is abused to disguise the initial execution of malicious code by appearing as a legitimate PDF document, tricking users into launching the infection chain.",,,tool--33c6ae04-8eb6-9da8-fe1f-d1bb2722e94b,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T20:17:07.779616Z,Windows Shortcut (.LNK),,,,,,2.1,,"[""execution"", ""defense-evasion""]",tool,,,"The object contains information about a type of malware tool called Windows Shortcut (.LNK), which is used to disguise the initial execution of malicious code by tricking users into launching an infection chain. The tool is designed to appear as a legitimate PDF document, making it difficult for users to distinguish between legitimate and malicious files.

The primary purpose of this tool is to deceive users into executing malicious code, thereby allowing the malware to propagate further. It achieves this through the abuse of Windows shortcut files, which are commonly used to launch applications or open documents.

This tool is classified as a threat actor type not specified in the data provided, but it falls under the category of tools that are used for defense evasion tactics. The execution and defense-evasion capabilities of this tool make it a sophisticated malware vector.

The Windows Shortcut (.LNK) tool has the following characteristics: it uses the ""mitre-attack"" kill chain phase at its initial-access stage, indicating that it is designed to gain unauthorized access into the target system or network.

It belongs to the category of malware types not specified in the data provided. The external references to this tool are not available, and it has undergone no modifications.

This tool uses the ""execution"" and ""defense-evasion"" capabilities to carry out its malicious activities. It is a prime example of how malware tools can be used to deceive users and launch complex attacks on unsuspecting systems or networks."
,2026-01-20T20:17:07.779666Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"GitHub is abused as a trusted cloud platform to host and deliver the second-stage payload, allowing attackers to blend malicious traffic with legitimate web activity and evade detection.",,,tool--bf215181-b514-0522-137b-3d4f6b73544a,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-20T20:17:07.779666Z,GitHub,,,,,,2.1,,"[""resource-development"", ""command-and-control""]",tool,,,"The object contains information about a tool called ""GitHub"", which is utilized by attackers to host and deliver the second-stage payload of malicious payloads. This allows attackers to blend their malicious traffic with legitimate web activity, thereby evading detection.

The primary motivation behind using GitHub as an abused cloud platform appears to be related to resource development for malicious purposes, specifically within the context of the MITRE Attack framework's ""Resource Development"" phase. 

The tool is categorized under ""command-and-control"" operations and is characterized by its ability to support resource development in conjunction with command-and-control functionalities.

In terms of threat actors, little information is available about the specific types targeted by this particular tool, as its sophistication level has not been documented or identified within this provided data.

Additionally, there are no known indicators or patterns associated with this tool, and it does not fall under any recognized family category."
,2026-01-20T20:17:07.779713Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The .NET WebClient class is used within PowerShell to programmatically download the malicious payload from GitHub, leveraging legitimate HTTP client functionality for covert delivery.",,,tool--3d97aa65-cd9a-2fa0-700a-db3758f358be,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-20T20:17:07.779713Z,WebClient (System.Net.WebClient),,,,,,2.1,,"[""command-and-control"", ""network-capture""]",tool,,,"The object contains information about a .NET WebClient tool used for malicious purposes. The description provided explains how this tool is utilized within PowerShell to covertly download malware from GitHub, utilizing legitimate HTTP client functionality.

The purpose of the tool is not specified in terms of its primary motivation or sophistication level, indicating that it may be used for various malicious activities depending on the context in which it is employed. The tool types associated with this object are ""command-and-control"" and ""network-capture"", suggesting that it can facilitate communication between a client and server as well as capture network traffic.

It appears that the .NET WebClient class does not inherently possess any malicious functionality, but rather, it is being repurposed for covert delivery of malware. The presence of legitimate HTTP client functionality within this tool allows it to blend in with normal web browsing activities, making it harder to detect its true purpose.

Overall, the object provides insight into a specific piece of malware or a malicious tool that leverages legitimate .NET functionality to achieve its goals, highlighting the importance of monitoring and analyzing network traffic as well as PowerShell activity."
