aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,sample_refs,spec_version,tool_types,type,summary
,2026-01-14T20:20:37.349310Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,"Attackers leveraged PowerShell scripts to automate lateral movement, execute payloads, and evade detection within compromised virtual desktop environments provided by RedVDS.",,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-14T20:20:37.349310Z,PowerShell,,2.1,"[""execution"", ""defense-evasion"", ""remote-access""]",tool,"The object contains information about a threat actor tool used for malicious activities. The tool is named PowerShell and was created on January 14th, 2026. It leveraged PowerShell scripts to automate lateral movement, execute payloads, and evade detection within compromised virtual desktop environments provided by RedVDS.

The tool's primary function appears to be related to execution, defense evasion, and remote access. This suggests that the attackers used the tool to carry out malicious activities, such as spreading laterally within a network or executing payloads without being detected.

It is worth noting that the tool's metadata fields, including timestamps and aliases, are not provided in detail, likely due to their sensitive nature."
,2026-01-14T20:20:37.349399Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,"PsExec was used by threat actors to remotely execute commands and deploy malware across multiple systems hosted on RedVDS infrastructure, facilitating lateral movement.",,tool--db719941-e3f8-5103-6922-cae2a74e8c3f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""lateral-movement""}]",,2026-01-14T20:20:37.349399Z,PsExec,,2.1,"[""remote-access"", ""execution"", ""lateral-movement""]",tool,"The object contains information about PsExec, a malicious tool used by threat actors. The primary function of PsExec is to remotely execute commands and deploy malware across multiple systems hosted on the RedVDS infrastructure. This allowed for lateral movement within these compromised systems.

PsExec was utilized to facilitate various malicious activities, including the deployment of malware, which can lead to further compromise and potential data exfiltration."
,2026-01-14T20:20:37.349453Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,WMI was abused to gather system information and execute malicious commands on remote endpoints within the virtual desktop environment.,,tool--3b9197e7-ed9a-7d2f-1668-e1f1add2e62f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-14T20:20:37.349453Z,Windows Management Instrumentation (WMI),,2.1,"[""information-gathering"", ""execution"", ""remote-access""]",tool,"The object contains information about the Windows Management Instrumentation (WMI) tool. WMI was utilized to gather system information on remote endpoints within a virtual desktop environment. It was also abused for executing malicious commands.

WMI has been categorized under three main tool types: information gathering, execution, and remote access."
,2026-01-14T20:20:37.349502Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,"Cobalt Strike was deployed as a beacon for command-and-control communications and post-exploitation activities, including credential harvesting and persistence.",,tool--d10440fb-0e62-3537-56f5-aa7e3d3d443f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-14T20:20:37.349502Z,Cobalt Strike,,2.1,"[""remote-access"", ""credential-exploitation"", ""command-and-control""]",tool,"The object contains information about Cobalt Strike, a tool used for command-and-control communications and post-exploitation activities. It was deployed to serve as a beacon for various malicious operations, including credential harvesting and persistence.

Cobalt Strike is categorized under the tool types of remote-access, credential-exploitation, and command-and-control. The tool's purpose can be broadly described as facilitating communication between attackers and their compromised systems."
,2026-01-14T20:20:37.349549Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,Attackers used the Telegram API to exfiltrate stolen credentials and system information from compromised RedVDS-hosted desktops to attacker-controlled Telegram channels.,,tool--82bb9d42-0f55-e21c-63d5-19a90c071cc2,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-14T20:20:37.349549Z,Telegram API,,2.1,"[""exfiltration"", ""command-and-control""]",tool,"The object contains information about a cyber attack tool used to exfiltrate stolen credentials and system information. The tool, known as the Telegram API, was utilized by attackers to compromise RedVDS-hosted desktops. 

Upon compromise, the attackers utilized the Telegram API to transfer the stolen data to attacker-controlled Telegram channels. This indicates that the tool was used for command-and-control operations."
,2026-01-14T20:20:37.349638Z,identity--5f532a3f-c4f1-ea40-3f37-070f59a7a53a,curl was used to download additional payloads and communicate with remote command-and-control servers from compromised virtual desktops.,,tool--f6e57c9d-e709-e45f-eb0d-955351f53548,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-14T20:20:37.349638Z,curl,,2.1,"[""command-and-control"", ""exploitation""]",tool,"The object contains information about a tool identified as ""curl"". The tool was used to download additional payloads and communicate with remote command-and-control servers from compromised virtual desktops. It is classified under the kill chain phases as part of the Mitre-Attack framework, specifically within the ""command-and-control"" phase.

The tool's description suggests that it was utilized for malicious purposes, possibly as a means of establishing communication between compromised systems and external command-and-control servers. 

In terms of its classification, curl is categorized as both a command-and-control tool and an exploitation tool."
,,,"CrackMapExec is a post-exploitation tool used for dumping registry hives (SAM, SYSTEM, SECURITY) and credential discovery. In this campaign, it was used to dump registry hives and perform lateral movement.","[{""source_name"": ""Kaspersky"", ""url"": ""https://securelist.ru/tag/crackmapexec/""}]",tool--00e04298-3be3-4873-bbe1-31682c3c4978,,"[""credential access"", ""lateral movement""]",,CrackMapExec,,,"[""post-exploitation"", ""credential access""]",tool,"The object contains information about a post-exploitation tool called CrackMapExec. 

CrackMapExec is used for dumping registry hives and credential discovery. It was utilized in this campaign to dump registry hives and perform lateral movement.

According to external references, CrackMapExec has been mentioned by Kaspersky as part of its threat analysis."
,,,Keepass_discover.py is a CrackMapExec module used to discover KeePass files and processes on compromised machines.,"[{""source_name"": ""Kaspersky"", ""url"": ""https://securelist.ru/tag/crackmapexec/""}]",tool--926022aa-f4ff-4e60-bd9e-1ebc008a5339,,"[""KeePass"", ""credential access""]",,Keepass_discover.py,,,"[""credential access""]",tool,"The object contains information about a specific tool called ""Keepass_discover.py"". This tool is a CrackMapExec module used to discover KeePass files and processes on compromised machines. 

It appears to be a malicious tool designed to gain unauthorized access to systems by identifying existing KeePass installations, which can store sensitive credentials. The presence of this tool suggests that the system has been compromised or exposed to malware.

The object is classified under two labels: ""KeePass"" and ""credential access"". This classification indicates that the primary purpose of the tool is to gain unauthorized access to sensitive information stored in KeePass databases.

There are no external references provided for this tool, but one source mentioned is Kaspersky, which is a well-known cybersecurity firm."
,2026-01-17T07:29:37.270069Z,identity--0335465b-6e4b-a389-8f1f-cf97df5c094d,"Legitimate AI browser assistants are abused by threat actors via indirect prompt injection in URL fragments. Malicious instructions hidden after the '#' in URLs are executed by the AI assistant, enabling actions such as data exfiltration, phishing, and credential theft.",,tool--87ec502f-20d5-2c0c-d734-a688480644fb,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T07:29:37.270069Z,"AI Browser Assistants (e.g., Copilot for Edge, Gemini for Chrome, Comet/Perplexity)",,2.1,"[""information-gathering"", ""exploitation"", ""collection""]",tool,"The object contains information about a security threat related to AI browser assistants. Specifically, it describes how legitimate AI-powered browser assistants can be exploited by malicious actors.

The threat occurs when the '#' symbol is used in URLs, allowing threat actors to inject malicious instructions that are then executed by the AI assistant. This enables actions such as data exfiltration, phishing, and credential theft.

The threat is categorized under the MITRE ATT&CK framework, specifically within the ""execution"" phase of the kill chain. It also falls under three tool types: information gathering, exploitation, and collection."
,2026-01-17T07:29:37.270164Z,identity--0335465b-6e4b-a389-8f1f-cf97df5c094d,"Threat actors weaponize legitimate websites by embedding malicious prompts in the URL fragment. The AI browser assistant processes these URLs, assuming they are safe, and executes hidden instructions, facilitating social engineering and data theft.",,tool--6134bd65-bebd-1ad3-c8ac-640af9564bb3,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T07:29:37.270164Z,Legitimate Websites/URLs,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a security threat tool known as ""Legitimate Websites/URLs"". This tool utilizes legitimate websites to spread malicious activity by embedding harmful URLs that trigger hidden instructions when accessed through an AI browser assistant. The process enables social engineering and data theft. 

The tool's characteristics include the following: 

- Type: It falls under two categories - information gathering and exploitation.
- Description: It involves weaponizing legitimate websites with malicious prompts in URL fragments, which are then processed by the AI browser assistant as safe URLs, ultimately leading to hidden instructions being executed.

This threat is categorized based on its kill chain phases, specifically the initial access phase as per the MITRE attack framework."
,2026-01-17T20:54:13.366944Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PowerShell was abused by the attacker to download additional payloads such as TigerRAT, ProcDump, PetitPotato, and PrintSpoofer from external sources, enabling further compromise and post-exploitation actions.",,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:54:13.366944Z,PowerShell,,2.1,"[""exploitation"", ""execution"", ""information-gathering""]",tool,"The object contains a detailed description of the tool ""PowerShell"" which is an exploitation tool. 

The tool was used by attackers to download additional payloads from external sources, including TigerRAT, ProcDump, PetitPotato, and PrintSpoofer, in order to further compromise and execute post-exploitation actions.

The primary function of PowerShell is related to execution and information gathering activities."
,2026-01-17T20:54:13.367030Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"ProcDump, a legitimate Microsoft Sysinternals utility, was used by the attacker to dump process memory and facilitate credential theft from the compromised Windows web server.",,tool--ed1205fd-5a89-7934-d89d-a9e92016e2d0,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""credential-access""}]",,2026-01-17T20:54:13.367030Z,ProcDump,,2.1,"[""credential-exploitation"", ""information-gathering""]",tool,"The object contains information about a tool used by an attacker to facilitate credential theft from a compromised Windows web server. The tool is ProcDump, a legitimate Microsoft Sysinternals utility.

ProcDump was employed by the attacker to dump process memory, allowing them to gain access to sensitive credentials. This malicious activity occurred on January 17, 2026.

The attack vector utilized by the attacker involved credential exploitation and information gathering through the use of ProcDump."
,2026-01-17T20:54:13.367082Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PrintSpoofer, a dual-use tool, was leveraged to escalate privileges on the compromised system by exploiting Windows Print Spooler vulnerabilities.",,tool--e707c52c-be6f-4c95-a24e-f9001dfadc55,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-17T20:54:13.367082Z,PrintSpoofer,,2.1,"[""privilege-escalation"", ""exploitation""]",tool,"The object contains information about a tool used for malicious purposes. The tool is named PrintSpoofer and was identified through its exploitation of Windows Print Spooler vulnerabilities.

PrintSpoofer is described as a dual-use tool that can be leveraged to escalate privileges on compromised systems. This implies that the tool has multiple functions, including the ability to manipulate system permissions for unauthorized access.

The tool's creation date is not specified in human-readable format but can be extracted from its 'created' field as January 17, 2026. The 'kill_chain_phases' section indicates that PrintSpoofer was used in a ""privilege-escalation"" phase, which involves increasing an attacker's access privileges on the target system.

PrintSpoofer falls under two categories of tool types: ""exploitation"" and ""privilege-escalation"". This categorization suggests that the tool is designed to exploit vulnerabilities in systems or applications for malicious purposes."
,2026-01-17T20:54:13.367129Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PetitPotato, a dual-use privilege escalation tool, was used to gain elevated permissions on the infected Windows server by exploiting token impersonation vulnerabilities.",,tool--4e1e8796-3ba4-6341-edbc-83b5405d4527,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-17T20:54:13.367129Z,PetitPotato,,2.1,"[""privilege-escalation"", ""exploitation""]",tool,"The object contains information about a cybersecurity tool known as PetitPotato. It is a dual-use privilege escalation tool that was used to gain elevated permissions on an infected Windows server by exploiting token impersonation vulnerabilities. 

PetitPotato falls under two categories: privilege-escalation and exploitation. The tool's creation date can be pinpointed to January 17th, 2026. There are no associated aliases or external references provided in the data.

The primary function of PetitPotato is described as an exploit that gained elevated permissions on a compromised server through token impersonation vulnerabilities. It does not provide any labels for categorization.

In summary, PetitPotato is a dual-use tool with specific capabilities related to privilege escalation and exploitation, created at the end of 2026."
,2026-01-17T20:54:13.367176Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,The IIS web server's process (w3wp.exe) was abused to execute attacker-controlled commands and facilitate webshell installation for remote control and further exploitation.,,tool--ff17a246-8ec7-559d-8641-e0db15358651,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:54:13.367176Z,IIS (Internet Information Services),,2.1,"[""execution"", ""remote-access""]",tool,"The object contains information about the IIS (Internet Information Services) web server, specifically highlighting its vulnerability to abuse. 

IIS is a widely used web server software developed by Microsoft, but it was found to be exploited for malicious purposes in certain circumstances. The exploit involved leveraging the server's process (w3wp.exe) to execute attacker-controlled commands and install webshells remotely. This allowed attackers to establish control over the compromised system and potentially use it as a stepping stone for further exploitation.

The vulnerability of IIS is categorized under two tool types - execution and remote-access. The attack phase associated with this vulnerability falls under the ""mitre-attack"" kill chain, specifically in the ""execution"" phase. 

It is worth noting that the exact details of the attack are not explicitly provided in the given data; however, it is clear that IIS web servers can be exploited for malicious purposes through certain methods."
,2026-01-17T20:54:13.367222Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Standard Windows command-line utilities were used by the attacker for system and network reconnaissance, user enumeration, and information gathering on the compromised server.",,tool--6cef2221-a480-4f46-58b9-d116dbb8c19c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-17T20:54:13.367222Z,"Windows System Utilities (query, whoami, qwinsta, netstat, tasklist, systeminfo, ipconfig, appcmd)",,2.1,"[""information-gathering"", ""discovery""]",tool,"The object contains information about a tool used by an attacker to perform reconnaissance on a compromised server. The tool utilizes standard Windows command-line utilities for various activities including system and network exploration, user enumeration, and data gathering.

The tool's capabilities include querying the system using commands such as ""whoami"" and ""systeminfo"", examining open ports using ""netstat"" and ""tasklist"", managing network settings with ""ipconfig"", and administering commands with ""appcmd""."
,,,"Picus Exposure Validation turns overwhelming vulnerability data into clear, evidence-based priorities. It safely simulates real-world attacks across cloud, network, and endpoint controls to reveal the exposures that are truly exploitable in an environment, helping organizations prioritize patching and reduce mean time to remediation.","[{""source_name"": ""Picus Security Exposure Validation Datasheet"", ""url"": ""https://www.picussecurity.com/hubfs/Picus-Exposure-Validation-EXV-Datasheet%20(2).pdf""}]",tool--c7139aca-e2cb-431d-9a53-5d75edf860ec,,"[""security validation"", ""exposure validation"", ""simulation""]",,Picus Exposure Validation,,,,tool,"The object contains information about the Picus Exposure Validation tool. It is a security validation tool that helps organizations prioritize patching and reduce mean time to remediation by safely simulating real-world attacks across cloud, network, and endpoint controls.

This tool takes overwhelming vulnerability data and turns it into clear, evidence-based priorities, allowing users to focus on the exposures that are truly exploitable in their environment. The Picus Exposure Validation tool does not create new vulnerabilities but rather reveals which existing ones pose a significant risk.

The object provides additional details about the tool, including its external references, labels, and type. However, some of this information is missing or cannot be determined due to incomplete metadata."
,,,"The Picus Complete Security Validation Platform provides granular and actionable insights for operational and executive teams, helps build proactive capabilities, and maximizes technology utilization.","[{""source_name"": ""Picus Security"", ""url"": ""https://www.picussecurity.com/resource""}]",tool--fe317194-8ef9-4629-98dd-23ed01e8482e,,"[""security validation"", ""platform""]",,Picus Complete Security Validation Platform,,,,tool,"The object contains a detailed description of the Picus Complete Security Validation Platform. This platform is designed to provide granular and actionable insights for operational and executive teams, helping them build proactive capabilities and maximize technology utilization. The platform offers valuable information that can aid in making informed decisions about security validation, allowing organizations to stay ahead of potential threats."
,2026-01-13T14:17:49.169579Z,identity--3abdfe00-0062-2e3f-9459-6b2f24935d67,"The Salesforce Aura framework is abused by attackers to retrieve unauthorized records from backend databases by exploiting misconfigured access controls and manipulating parameters such as 'getConfigData', 'getItems', and 'sortBy'.",,tool--03d57d96-b604-2eee-2570-4cd6d1046773,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-13T14:17:49.169579Z,Salesforce Aura framework,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a tool used for exploitation purposes, specifically the Salesforce Aura framework. This framework is a popular choice among attackers due to its potential vulnerabilities.

The framework's misuse can be exploited through various methods, including manipulating parameters such as 'getConfigData', 'getItems', and 'sortBy'. This allows attackers to retrieve unauthorized records from backend databases, bypassing intended access controls.

The tool is categorized under the information-gathering and exploitation categories, indicating that it serves a dual purpose in helping attackers gather information and exploit vulnerabilities."
,2026-01-13T14:17:49.169669Z,identity--3abdfe00-0062-2e3f-9459-6b2f24935d67,"Salesforce Experience Cloud is leveraged by attackers to access sensitive data due to misconfigured object sharing rules, allowing unauthorized data retrieval through legitimate application endpoints.",,tool--6d2c21f3-a329-3b31-e9fe-840ca2862418,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-13T14:17:49.169669Z,Salesforce Experience Cloud,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains information about a cybersecurity threat, specifically the Salesforce Experience Cloud vulnerability. The tool is used by attackers to access sensitive data through misconfigured object sharing rules, allowing unauthorized data retrieval via legitimate application endpoints.

Salesforce Experience Cloud is leveraged by malicious actors due to poorly configured sharing rules, which in turn enables them to obtain sensitive information using standard application interfaces. This highlights the importance of proper configuration and monitoring of cloud-based services to prevent such threats.

The tool falls under two categories: information gathering and exploitation, indicating its purpose is to collect and exploit data from the Salesforce Experience Cloud platform. Its relevance lies in assisting security researchers and practitioners in understanding and addressing this specific vulnerability."
,2026-01-13T14:17:49.169727Z,identity--3abdfe00-0062-2e3f-9459-6b2f24935d67,Attackers use the legitimate Salesforce GraphQL API to bypass standard record retrieval limits and extract larger volumes of sensitive data from misconfigured environments.,,tool--5d7cf33d-ff18-4b86-9bed-f15a10dd5bcd,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-13T14:17:49.169727Z,GraphQL API (Salesforce),,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains a detailed description of a tool used for information gathering and exploitation. The tool is called the GraphQL API (Salesforce) and it allows attackers to bypass standard record retrieval limits.

The tool's purpose is to extract larger volumes of sensitive data from misconfigured Salesforce environments by using the legitimate Salesforce GraphQL API. This enables attackers to gain access to more sensitive information than what is normally available through standard record retrieval methods.

The tool falls under two categories: information gathering and exploitation. It does not have any aliases, external references, labels, or sample references associated with it.

In terms of kill chain phases, the tool is used in the ""collection"" phase of the MITRE Attack framework. This suggests that the tool is designed to help attackers collect data and information from a target environment."
,,,"A web-based control panel used by Frogblight operators to manage infected devices, sort victims by parameters, send bulk SMS, and perform mass actions. Access is restricted via authentication keys.","[{""source_name"": ""Kaspersky Securelist"", ""url"": ""https://securelist.com/frogblight-banker/118440/""}]",tool--2d9e331b-7412-410f-bc2c-fa585dec768c,,"[""c2"", ""malware panel"", ""malware-as-a-service""]",,Frogblight Web Panel,,,,tool,"The object contains information about a web-based control panel known as the Frogblight Web Panel. This tool is used by operators of infected devices to manage their systems, sort victims, send bulk SMS, and perform mass actions. Access to this control panel is restricted through authentication keys.

The Frogblight Web Panel is described in detail on Kaspersky Securelist, which provides an external reference for further information. The labels associated with this tool include ""c2"", ""malware panel"", and ""malware-as-a-service"", indicating that it is a command and control (C2) system used by malware and can be categorized as a type of malware-as-a-service.

Overall, the Frogblight Web Panel appears to be an advanced threat actor tool used for managing infected devices and carrying out malicious activities."
,,,"A phishing website used to distribute Frogblight malware, disguised as a portal for viewing court case files. Source code is available publicly on GitHub.","[{""source_name"": ""GitHub phishing website repo"", ""url"": ""https://github.com/eraykarakaya0020/e-ifade-vercel""}]",tool--98d057d1-7d5a-43bb-b7e2-b98ad553b6f2,,"[""phishing"", ""malware distribution"", ""android""]",,Frogblight Phishing Website,,,,tool,"The object contains a detailed summary of the Frogblight Phishing Website.

This phishing website was used to distribute Frogblight malware by disguising itself as a portal for viewing court case files. The source code for this website is publicly available on GitHub, which can be accessed through the provided link.

The website has been identified as a threat, categorized under labels such as ""phishing"", ""malware distribution"", and ""android"". It is considered an important tool in understanding the spread of malicious content online."
,2026-01-14T06:20:00.230329Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"zlib, a legitimate compression library, is abused in this attack due to a flaw in MongoDB Server's handling of zlib-compressed network messages, allowing attackers to trigger memory disclosure and leak sensitive information prior to authentication.",,tool--7a990d40-5d2c-6fb9-3aa8-fbb0ec1a3b23,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:20:00.230329Z,zlib,,2.1,"[""exploitation"", ""information-gathering""]",tool,"The object contains information about a tool used in an attack, specifically exploiting a flaw in MongoDB Server's handling of zlib-compressed network messages. The tool is identified as ""zlib"" and is categorized as both an exploitation and information-gathering tool.

The exploit takes advantage of a legitimate compression library, zlib, to trigger memory disclosure and leak sensitive information prior to authentication. This allows attackers to gain access to sensitive data without needing to authenticate first.

The attack relies on a flaw in the MongoDB Server's handling of zlib-compressed network messages. The exact nature of this flaw is not specified in the provided metadata. However, it is clear that the server's vulnerability is being exploited by attackers to achieve their goals.

Overall, the ""zlib"" tool represents a potential security risk for organizations using MongoDB Server, as it can be used to gain unauthorized access to sensitive data."
,2026-01-14T06:20:00.230417Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"MongoDB Server, a legitimate database platform, is exploited via its default network port and vulnerable zlib message handling, allowing attackers to leak sensitive heap memory without authentication.",,tool--0fb0f889-ce77-87be-4c60-8db3fbd6cb27,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:20:00.230417Z,MongoDB Server,,2.1,"[""exploitation"", ""information-gathering""]",tool,"The object contains information about a vulnerability exploit titled ""MongoDB Server"". The vulnerability is related to the default network port and zlib message handling of MongoDB Server, allowing attackers to leak sensitive heap memory without authentication. This means that an attacker can potentially access sensitive data by exploiting this vulnerability.

The tool's description highlights its legitimate purpose as a database platform, but it has been compromised due to its vulnerable features. The exploit is not specific to any particular version or update of the MongoDB Server software, indicating that it may affect multiple versions.

Key details about the tool include:

*   It belongs to two categories: exploitation and information gathering.
*   There is no additional information available on external references, labels, or sample references.
*   The tool's kill chain phases indicate that its primary objective is related to initial access (part of the MITRE Attack framework)."
,,,rclone is a command-line program used to manage files on cloud storage. Lazarus Group uses it for data exfiltration.,,tool--f63632a5-4831-4d7b-aea7-b46abbc1583c,,"[""exfiltration""]",,rclone,,,,tool,"The object contains information about a tool called ""rclone"", which is a command-line program used to manage files on cloud storage. It appears that rclone has been utilized by the Lazarus Group for data exfiltration purposes. The tool itself is classified under the category of tools, but further details regarding its specific type are not available."
,,,sqlmap is an open source penetration testing tool used for detecting and exploiting SQL injection flaws.,,tool--87187983-8a23-4f1b-bc64-58fc0c4315ed,,"[""offensive-security""]",,sqlmap,,,,tool,"The object contains a detailed profile of the SQLMap tool, which is an open source penetration testing tool used for detecting and exploiting SQL injection flaws. The information about this tool includes:

- The aliases available for the SQLMap tool are not specified in the given data.
- There is no specific mention of who created the SQLMap tool, as indicated by the 'created_by_ref' field being populated with null values.
- The description provided indicates that SQLMap is used to detect and exploit SQL injection flaws, making it a valuable resource for penetration testers and security professionals.
- External references to other tools or resources are not available in the given data, but there may be additional external references associated with this tool.
- The 'kill_chain_phases' field is empty, indicating that no specific phases of an attack have been identified as related to SQLMap.
- Labels for categorizing the tool are provided, including ""offensive-security"", which suggests that it may be used in a controlled environment or by organizations with similar security concerns.
- There is no modification history available for the SQLMap tool within the given data.
- Sample references to other tools or resources are not included in the given data, but there may be additional sample references associated with this tool.
- The 'spec_version' field is empty, indicating that the version of the specification being used is not specified.
- The type of the tool is ""tool"", which confirms its classification as a penetration testing tool.
- The available tool types for SQLMap are not listed in the given data."
,,,masscan is a fast port scanner used for network reconnaissance.,,tool--6f2d11d9-7a97-4daf-8fad-ce8eb2e4fe4a,,"[""reconnaissance""]",,masscan,,,,tool,"The object contains a detailed description of the Masscan tool, which is a fast port scanner used for network reconnaissance. 

Masscan is classified under the label 'reconnaissance', indicating its primary function of gathering information about target networks and systems.

This tool provides a unique approach to port scanning by leveraging advanced algorithms and techniques to quickly scan large numbers of ports on a network."
,,,nmap is a network scanning tool used for reconnaissance and vulnerability assessment.,,tool--87cbf45a-5c35-46f9-8fe0-b681fac5bc65,,"[""reconnaissance""]",,nmap,,,,tool,"The object contains metadata related to the tool 'nmap', a network scanning tool used for reconnaissance and vulnerability assessment.

Key details about the tool include its description, which states that it is a comprehensive network scanning tool. The metadata also mentions that nmap is primarily utilized for reconnaissance and vulnerability assessment purposes."
,,,hping is a network tool used for packet crafting and network reconnaissance.,,tool--b776c5f5-c421-44f3-9fa6-60fe709e77c5,,"[""reconnaissance""]",,hping,,,,tool,The object contains information about a network tool called 'hping'. hping is used for packet crafting and network reconnaissance.
,,,tcpdump is a packet analyzer used for network traffic capture and analysis.,,tool--68f8b26e-700c-44b7-8a81-07fead0337f5,,"[""reconnaissance""]",,tcpdump,,,,tool,"The object contains information about a tool called tcpdump. It is described as a packet analyzer used for network traffic capture and analysis. The primary function of this tool is to analyze network traffic captured by other tools or systems.

The tool's labels include the category of ""reconnaissance"", indicating its use in gathering information about a target system or network. 

There is no additional information available about the tool's creation, modifications, or external references."
,,,ngrok is a tunneling tool used to expose local servers to the internet.,,tool--700f68a4-a913-4905-8981-1b3cc6701a72,,"[""tunneling""]",,ngrok,,,,tool,"The object contains information about a tool called ngrok. Ngrok is a tunneling tool used to expose local servers to the internet, providing a way for developers to access their applications from anywhere. This tool does not have any aliases, and its creation details are currently unknown.

It appears that ngrok is primarily categorized as a tunneling tool, which suggests it facilitates communication between different networks or systems. No external references are available for this tool.

The main features of ngrok include its name and labels, with the specific label being ""tunneling"". The object does not contain information about any modifications or updates to the tool since its creation.

Overall, the data provided offers a basic overview of what ngrok is and how it functions, but lacks detailed information about its functionality, usage, or application."
,,,gost is a tunneling tool used for proxying network traffic.,,tool--3b4647b8-32c6-4827-8202-02d57f27776c,,"[""tunneling""]",,gost,,,,tool,"The object contains a detailed description of a tunneling tool used for proxying network traffic. Gost is identified as the name of this tool, characterized by the label 'tunneling'. The information about gost does not include any aliases, creator, external references, kill chain phases, labels, or sample references, indicating its lack of further details regarding these aspects."
,,,microsocks is a lightweight SOCKS5 proxy server.,,tool--4743143b-cf82-44e6-bff2-dd899d2c963a,,"[""tunneling""]",,microsocks,,,,tool,"The object contains information about a lightweight SOCKS5 proxy server named microsocks. The tool is described as follows: 

Microsocks is a microservice that acts as an intermediary between clients and servers, providing secure tunneling capabilities through the SOCKS5 protocol. It appears to be designed for use cases requiring added privacy and security.

The labels associated with this tool indicate its primary function of ""tunneling"". No other labels are specified in the given metadata, leaving some aspect of microsocks' overall purpose ambiguous without further context.

This information primarily serves as a starting point for understanding the characteristics and functionality of microsocks as a tool."
,,,frpc and frps are components of Fast Reverse Proxy (FRP) used for tunneling network traffic.,,tool--24fe9daf-390b-4890-8567-231e783ec146,,"[""tunneling""]",,frpc/frps,,,,tool,"The object contains information about the Fast Reverse Proxy (FRP) components frpc and frps. These components are part of a tunneling network traffic system. The description provided explains that frpc and frps serve as components of FRP, used for routing network traffic through tunnels. This setup is utilized in various contexts to facilitate secure communication and data transmission over the internet."
,,,"impacket is a collection of Python classes for working with network protocols, often used in offensive security operations.",,tool--cc84bac3-74b0-4c41-842a-670852214cad,,"[""offensive-security""]",,impacket,,,,tool,"The object contains information about a Python tool called ""impacket"". It is described as a collection of classes for working with network protocols, often utilized in offensive security operations. The tool's purpose is to facilitate tasks related to network protocol analysis and manipulation.

A key aspect of impacket is its use in the field of offensive security. This suggests that it may be used by security professionals or researchers to test vulnerabilities, analyze network traffic, or conduct other types of malicious activities.

The tool's metadata includes a description, labels, and external references. The description provides an overview of the tool's functionality and purpose. However, the exact details of the labels and external references are not provided in this summary.

One notable aspect of impacket is its lack of clear information on certain fields, including creation date, modified date, and sample references. This may indicate that some of this information is not publicly available or has not been updated recently."
