aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,object_marking_refs,spec_version,type,x_mitre_detection,x_mitre_id,x_mitre_permissions_required,x_mitre_platforms,x_mitre_tactic_type,summary
,,,Storm-0249 uses legitimate Windows utilities such as reg.exe and findstr.exe under trusted processes to extract system information and identifiers like MachineGuid for ransomware preparation.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1082"", ""url"": ""https://attack.mitre.org/techniques/T1082/""}]",attack-pattern--6d3eb044-17b6-4afd-af0c-9585b6eba247,,,,Reconnaissance via Living off the Land Binaries (LOLBins),,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Reconnaissance via Living off the Land Binaries (LOLBins)"". This attack pattern involves using legitimate Windows utilities like reg.exe and findstr.exe under trusted processes to extract system information and identifiers, such as MachineGuid, for ransomware preparation. 

Specifically, it is mentioned that Storm-0249 uses these tools in a way that is considered trustworthy by the attacker. The attack pattern is documented in external references, including one from the Mitre Attack database with an identifier of T1082. This suggests that this technique is recognized as a part of a larger category of attack patterns known as Living off the Land (LOLBins). 

The object does not provide further details about the specifics of how this attack pattern works or its typical use cases, but it serves as a way to track and understand this type of malicious activity."
,,,"Storm-0249 establishes encrypted command-and-control (C2) channels using compromised SentinelAgentWorker.exe processes, making malicious traffic appear as legitimate EDR telemetry.","[{""source_name"": ""mitre-attack"", ""external_id"": ""T1071.001"", ""url"": ""https://attack.mitre.org/techniques/T1071/001/""}]",attack-pattern--f93f7677-133c-418e-9a4b-d316cb15e4a7,,,,Command and Control via Trusted Process,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified by the MITRE ATT&CK framework. The attack pattern is called ""Command and Control via Trusted Process"" and it involves establishing encrypted command-and-control (C2) channels using compromised SentinelAgentWorker.exe processes.

The attackers make malicious traffic appear as legitimate Electronic Data Research (EDR) telemetry, which allows them to avoid detection by security systems. This attack pattern utilizes a trusted process, making it difficult for defenders to identify the malicious activity.

The external reference provided by MITRE ATT&CK is T1071.001, which supports the validity of this attack pattern. The other metadata fields, such as creation and modification timestamps, are not available in this data set."
,,,"ScoringMathTea loads plugins (DLLs) directly from memory without writing them to disk, using reflective DLL injection.","[{""source_name"": ""mitre-attack"", ""external_id"": ""T1620"", ""url"": ""https://attack.mitre.org/techniques/T1620/""}]",attack-pattern--39adb348-64aa-42ea-8092-8d5ba8d306e7,,,,Reflective Code Loading,,,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Reflective Code Loading"". This technique involves loading plugins directly from memory without writing them to disk, utilizing reflective DLL injection.

 Reflective code loading is a method used by attackers to load malware or malicious code into a system's memory without requiring it to be written to the disk. This technique allows the attacker to bypass traditional security measures that rely on disk-based detection and analysis. The attacker injects the malicious code into the target process using reflective DLL injection, which enables the code to execute within the context of the running application.

 The provided information highlights the key aspects of this attack pattern:

*   It is categorized as an ""attack-pattern"" in the ATT&CK framework.
*   The technique relies on loading plugins from memory without writing them to disk.
*   Reflective DLL injection is used to achieve this.
*   This technique has been documented in the MITRE ATT&CK framework, with a reference to attack pattern T1620.

In summary, reflective code loading is an advanced attack technique that exploits memory-based loading mechanisms to bypass traditional security measures. It relies on reflective DLL injection and has been documented in the MITRE ATT&CK framework."
,,,Implements PEB Walking to locate kernel32.dll and its own version of GetProcAddress to bypass API hooking.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1106"", ""url"": ""https://attack.mitre.org/techniques/T1106/""}]",attack-pattern--9c819977-1d94-4def-b725-3d3ed8f7189c,,,,Native API,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern known as ""Native API"". This attack pattern involves implementing a technique called PEB Walking to locate kernel32.dll and its own version of GetProcAddress in order to bypass API hooking.

The purpose of this technique is likely to allow the attacker to maintain control over the application's behavior even if an API hooking mechanism has been applied. By utilizing the system's own version of GetProcAddress, the attacker can potentially bypass the hooking mechanism and execute malicious code without being detected.

This attack pattern is linked to a specific external reference from the MITRE-Attack project, which assigns it a threat ID (T1106). The detailed description provided highlights the key characteristics of this attack pattern, making it easier for security analysts to identify and assess potential risks associated with it."
,,,ScoringMathTea manually implements Dynamic API Resolution through API Hashing.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1027.007"", ""url"": ""https://attack.mitre.org/techniques/T1027/007/""}]",attack-pattern--8ed7b910-7886-4c64-9206-7afbaf4ba6e1,,,,Obfuscated Files or Information: Dynamic API Resolution,,,attack-pattern,,,,,,"The object contains information about an attack pattern called ""Obfuscated Files or Information: Dynamic API Resolution"". This attack pattern is related to a technique where attackers use dynamic API resolution to evade detection. 

Specifically, the technique involves implementing Dynamic API Resolution through API Hashing. The attackers do this manually and implement it in the ScoringMathTea system.

The provided attack pattern has been linked to external references from MITRE ATT&CK, specifically reference T1027.007. This suggests that the technique is part of a known attack pattern identified by the organization."
,,,Spoofs a legitimate Microsoft Edge User-Agent string to make its C&C traffic blend in with normal network activity.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1036.012"", ""url"": ""https://attack.mitre.org/techniques/T1036/012/""}]",attack-pattern--d8334eaf-fcc8-4105-92e3-0dba53936152,,,,Masquerading: Browser Fingerprint,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as 'Masquerading: Browser Fingerprint'. This attack pattern spoofs a legitimate Microsoft Edge User-Agent string to blend its Command & Control (C&C) traffic with normal network activity. The goal is to make the malicious traffic harder to detect.

The attack pattern is documented and referenced by multiple external sources, including MITRE-Attack, which assigns it an ID of T1036.012."
,,,"Actively filters HTML tags (like <!DOCTYPE html>) from C&C responses, possibly to defeat captive portals and automated sandbox analysis.","[{""source_name"": ""mitre-attack"", ""external_id"": ""T1497"", ""url"": ""https://attack.mitre.org/techniques/T1497/""}]",attack-pattern--2feb96b7-0c84-42c5-a68e-afba0e2d1619,,,,Virtualization/Sandbox Evasion,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified by the X-MITRE system. The attack pattern is titled ""Virtualization/Sandbox Evasion"" and is described as a technique used to evade detection by sandbox analysis and captive portals.

Specifically, this attack pattern involves actively filtering HTML tags from Command and Control (C&C) responses, which may be done to defeat these types of security measures. 

The attack pattern references an external source, ""mitre-attack"", and is associated with a specific external ID (""T1497""). This suggests that the X-MITRE system has identified this as a known attack technique.

There are no additional details provided in the object, such as labels or kill chain phases, which may indicate how this attack pattern fits into a larger adversary's tactics."
,,,Calculates a CRC32 checksum of its own in-memory module after loading to detect if an analyst has applied patches or tampered with it.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1622"", ""url"": ""https://attack.mitre.org/techniques/T1622/""}]",attack-pattern--b5a33db7-bb31-4098-9fb0-3f9ae0cfb1e8,,,,Debug Evasion,,,attack-pattern,,,,,,"The object contains metadata related to an attack pattern, specifically 'Debug Evasion'. The attack pattern is characterized by its ability to detect if an analyst has applied patches or tampered with it by calculating a CRC32 checksum of its own in-memory module after loading. This technique is used to prevent unauthorized changes to the attack pattern.

The attack pattern is associated with Mitre-Attack, and it references a specific external ID 'T1622'. This suggests that the attack pattern is part of a larger framework for analyzing and mitigating threats.

It's worth noting that some metadata fields are missing or not applicable, such as timestamps, IDs, labels, and permissions required. The lack of information on these aspects may indicate that they are not relevant to understanding the attack pattern itself."
,,,Suppresses all system error dialogs to ensure the malware fails silently without alerting the user.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1564.004"", ""url"": ""https://attack.mitre.org/techniques/T1564/004/""}]",attack-pattern--299b89bb-655f-4fba-bef5-fd3f745e4eeb,,,,Hide Artifacts: Suppress System Error Dialogs,,,attack-pattern,,,,,,"The object contains information about an attack pattern, specifically the ""Hide Artifacts: Suppress System Error Dialogs"" tactic. This attack pattern is designed to suppress all system error dialogs to ensure that malware fails silently without alerting the user.

According to the provided metadata, the attack pattern has a unique ID and name, but its creation date and other relevant information are not available. The description of the attack pattern explains its purpose, which is to prevent users from being alerted to potential security issues caused by the malware.

The attack pattern is associated with an external reference to the MITRE ATT&CK framework, where it is classified as a technique (T1564.004). This suggests that the attack pattern is part of a larger set of tactics and techniques used in cyberattacks.

It's worth noting that some metadata fields are missing or not available, including kill chain phases, labels, modified date, object marking references, spec version, x-Mitre detection, x-Mitre ID, x-Mitre permissions required, and x-Mitre platforms."
,,,Uses standard HTTP/S POST requests for all C&C communications and bypasses SSL/TLS certificate validation.,"[{""source_name"": ""mitre-attack"", ""external_id"": ""T1071.001"", ""url"": ""https://attack.mitre.org/techniques/T1071/001/""}]",attack-pattern--14985ecf-a3c8-454b-8d1d-f0f65fd0db3b,,,,Application Layer Protocol: Web Protocols,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern titled ""Application Layer Protocol: Web Protocols"". This attack pattern utilizes standard HTTP/S POST requests for all Command & Control (C&C) communications and bypasses SSL/TLS certificate validation. 

It is essential to note that this attack pattern falls under the category of T1071, which is defined by the MITRE ATT&CK framework. The reference to T1071.001 can be found in the external references section, providing further insight into the methodology used for this attack pattern.

The attack pattern, 'attack-pattern--14985ecf-a3c8-454b-8d1d-f0f65fd0db3b', is categorized as a 'Type: Attack Pattern' and does not have any labels or kill chain phases associated with it."
,,,"C&C payloads are protected in multiple layers: compressed, then encrypted with a symmetric algorithm (TEA/XTEA), and finally Base64 encoded.","[{""source_name"": ""mitre-attack"", ""external_id"": ""T1573.001"", ""url"": ""https://attack.mitre.org/techniques/T1573/001/""}]",attack-pattern--05cadf70-7c57-485c-9b27-0a39d89ca5d0,,,,Encrypted Channel: Symmetric Cryptography,,,attack-pattern,,,,,,"The object contains information about an attack pattern related to symmetric cryptography. C&C payloads are protected in multiple layers, including compression, encryption using a symmetric algorithm (TEA/XTEA), and Base64 encoding. This protection mechanism is intended to prevent unauthorized access or interception of the encrypted data.

The attack pattern is categorized as ""Encrypted Channel: Symmetric Cryptography"" and is associated with an external reference from MITRE Attack, which assigns it a threat identifier T1573.001."
,,,Use of phishing emails themed around tax refunds to lure victims into visiting fake tax department websites and downloading malicious payloads.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1566.002""}]",attack-pattern--da3f6bb4-0e29-4a02-a712-9600ff31fd5c,,,,Phishing via Tax Refund Theme,,,attack-pattern,,,,,,"The object contains information about a specific type of attack pattern identified as ""Phishing via Tax Refund Theme"". This attack pattern involves using phishing emails themed around tax refunds to lure victims into visiting fake tax department websites and downloading malicious payloads.

The attack pattern does not provide any additional details on its creation, authors, or external references. However, it is linked to a specific external reference from MITRE ATT&CK, which provides further information on the tactics, techniques, and procedures (TTPs) used in this type of attack.

Furthermore, the attack pattern is categorized as an attack pattern rather than a kill chain phase, indicating that it is one of several steps involved in a larger cyberattack."
,,,"Abuse of legitimate signed binaries to load malicious DLLs, evading security detection.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1574.002""}]",attack-pattern--a7f6b3d5-2f16-4e52-9e6e-c7c22f65b73a,,,,DLL Side-Loading,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified by the MITRE ATT&CK framework. The attack pattern is titled ""DLL Side-Loading"" and appears to describe a malicious technique used to load harmful Dynamic Link Libraries (DLLs) onto a system, thereby evading security detection.

According to the description provided, this type of attack involves exploiting legitimate signed binaries to inject malicious DLLs into memory. This allows attackers to bypass various security measures and potentially gain unauthorized access to sensitive data or systems.

The attack pattern is linked to external references, including a specific entry from the MITRE ATT&CK framework, which assigns it an identifier (T1574.002). However, other metadata fields such as creation date, modified date, and parent IDs are not available, suggesting that this information may be missing or not applicable.

Overall, the ""DLL Side-Loading"" attack pattern highlights a sophisticated tactic used by attackers to subvert security controls and maintain a foothold on compromised systems."
,,,"Malware checks victim's timezone (UTC+5:30) and only executes in targeted regions, using timeapi[.]io for verification.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1614.001""}]",attack-pattern--5c551332-0df5-4756-bb1b-d69b6d82cfe7,,,,Geofencing Execution,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Geofencing Execution"". This attack pattern involves malware that checks the victim's timezone (UTC+5:30) and only executes in targeted regions. The malware utilizes timeapi[.]io for verification purposes.

This attack pattern is linked to external references, including data from MITRE ATT&CK with an associated external ID of T1614.001. However, no other details about the attack pattern's creation, modification, or labels are available due to missing or null values in the metadata fields."
,,,"Malware detects analysis tools (e.g., Procmon, Wireshark) and self-terminates to evade detection.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1497.003""}]",attack-pattern--f27796f3-f0ec-43d0-addb-930a0c9fef06,,,,Sandbox Evasion,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern classified as ""Sandbox Evasion"". This type of attack is designed to detect and evade analysis tools used for threat detection, such as Procmon and Wireshark. The malware detects the presence of these tools and terminates itself to avoid being detected.

The information about this attack pattern can be found in external sources, with a reference to MITRE ATT&CK (T1497.003). This classification suggests that the attack is part of a larger framework for identifying and understanding cyber threats.

The attributes associated with this attack pattern include its name, labels, and type, all of which are standard classifications used in cybersecurity frameworks. However, some additional information such as kill chain phases, object marking refs, spec version, x_mitre detection, and other metadata have not been made available due to being marked as nan (not a number)."
,,,"Malware uses long sleep intervals (e.g., Sleep(210000) for 3.5 minutes) to evade sandboxes with short timeouts.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1622""}]",attack-pattern--2193a11c-8df7-4e67-9ac9-54c840172bf0,,,,Sleep/Delay Technique,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern labeled as ""Sleep/Delay Technique"". This technique involves utilizing long sleep intervals to evade sandbox detection systems that have short timeouts. By exploiting this vulnerability, malware can avoid being detected and continue its malicious activities.

Furthermore, the provided data includes information on external references to other sources, such as MITRE ATT&CK, which provides additional context and validation for the attack pattern's classification."
,,,"Malware payloads are hosted on public cloud storage (e.g., GoFile) and downloaded via legitimate-looking URLs.","[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1102.002""}]",attack-pattern--5eb4e96b-e271-44b6-b865-934d40b8b9d5,,,,Cloud Storage Payload Delivery,,,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Cloud Storage Payload Delivery"". This malicious activity involves hosting malware payloads on public cloud storage services, such as GoFile, and distributing them through legitimate-looking URLs. 

No specific details regarding the creation or modifications of this attack pattern are provided. However, it is associated with MITRE ATT&CK reference T1102.002."
,,,Malware leverages trusted system binaries and signed executables to execute malicious code and evade detection.,"[{""source_name"": ""MITRE ATT&CK"", ""external_id"": ""T1218""}]",attack-pattern--089c48e9-bded-4437-ae5d-2e9dea675070,,,,Living-off-the-Land Binaries,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern classified as a type of malware. The attack pattern is called ""Living-off-the-Land Binaries"". 

This malicious pattern utilizes trusted system binaries and signed executables to execute malicious code and evade detection by security systems. It leverages the trustworthiness of legitimate system components to its advantage, making it challenging for traditional security measures to detect.

The attack pattern has been referenced in the MITRE ATT&CK database with an external ID of ""T1218""."
,,,"The threat actor compromised over 500 npm packages, propagating malware through the npm ecosystem. The attack targeted developer credentials, cloud service API keys, and software distribution channels.","[{""source_name"": ""GitHub IOC List"", ""url"": ""https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/shai-hulud-2-packages.csv""}]",attack-pattern--3bcd3352-ab37-4e7d-83e5-6ee673e6d1ce,,,,Supply Chain Compromise via npm Packages,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern identified by the Mitre Attack Pattern (MAP) system. The attack pattern is titled ""Supply Chain Compromise via npm Packages"".

The threat actor successfully compromised over 500 npm packages, allowing them to propagate malware throughout the npm ecosystem. This compromise targeted three main areas: developer credentials, cloud service API keys, and software distribution channels.

The attackers exploited these vulnerabilities to gain access to sensitive information and potentially use it for malicious purposes.

Additionally, there is a reference to an external source, ""GitHub IOC List"", which provides more information on this attack pattern, including a list of packages that were compromised."
,2026-01-17T20:51:47.970279Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Trigona and other threat actors target externally exposed MS-SQL servers with weak or default credentials. The attackers employ brute force and dictionary attacks to gain unauthorized access to these servers. Once login is successful, they proceed to execute further malicious activities. The campaign specifically exploits the fact that many database servers are configured with simple or guessable passwords, making them highly susceptible to automated credential attacks. This initial access vector is a recurring theme in the observed incidents, with attackers leveraging automated tools to rapidly test large numbers of username and password combinations until access is achieved.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1110/001/"", ""external_id"": ""T1110.001""}]",attack-pattern--c3179ce8-b703-d23e-e235-0ae798fa0d3a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T20:51:47.970279Z,Brute Force and Credential Stuffing on MS-SQL Servers,,2.1,attack-pattern,,,,,,"The object contains information about a cyber attack pattern known as ""Brute Force and Credential Stuffing on MS-SQL Servers"". This attack pattern involves threat actors targeting externally exposed Microsoft SQL Server (MS-SQL) servers that have weak or default passwords. The attackers use brute force and dictionary attacks to gain unauthorized access to these servers.

The attackers exploit the fact that many database servers are configured with simple or guessable passwords, making them highly susceptible to automated credential attacks. Once login is successful, they proceed to execute further malicious activities.

This attack pattern is a recurring theme in observed incidents, where attackers leverage automated tools to rapidly test large numbers of username and password combinations until access is achieved. The threat actors use this initial access vector to gain control over the affected servers and carry out their malicious activities.

The attack pattern has been identified as part of the MITRE-ATTACK framework, with a specific technique (T1110/001) being referenced. It falls under the ""initial-access"" phase of the kill chain phases."
,2026-01-17T20:51:47.970375Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"After gaining access to the MS-SQL server, attackers utilize the CLR Shell technique to execute arbitrary commands and deploy additional payloads. The CLR Shell leverages SQL Server’s ability to run .NET code, allowing the attacker to execute system-level commands directly from the database context. This method is used to install further malware, such as backdoors, privilege escalation tools, and remote access utilities. The attackers’ consistent use of CLR Shell highlights their preference for leveraging built-in server functionalities to maintain stealth and flexibility in their operations.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1505/002/"", ""external_id"": ""T1505.002""}]",attack-pattern--3d58c97e-d8e3-46a3-b716-949415be5bfd,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:51:47.970375Z,CLR Shell Execution for Payload Deployment,,2.1,attack-pattern,,,,,,"The object contains information about a malicious attack pattern known as CLR Shell Execution for Payload Deployment. This attack pattern involves attackers gaining access to an MS-SQL server and utilizing the CLR (Common Language Runtime) Shell technique to execute arbitrary commands and deploy additional payloads.

The CLR Shell leverages SQL Server's ability to run .NET code, allowing attackers to execute system-level commands directly from the database context. This method is used to install further malware, such as backdoors, privilege escalation tools, and remote access utilities. The consistent use of CLR Shell highlights the attackers' preference for leveraging built-in server functionalities to maintain stealth and flexibility in their operations.

The attack pattern is associated with the MITRE-ATTACK technique T1505.002, which involves using the CLR Shell to execute arbitrary commands on a target system. The attack pattern is also linked to the execution phase of the MITRE-ATTACK kill chain.

Overall, the CLR Shell Execution for Payload Deployment attack pattern represents a sophisticated and stealthy method used by attackers to deploy malware and maintain control over compromised systems."
,2026-01-17T20:51:47.970472Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Attackers exploit the Bulk Copy Program (BCP) utility (bcp.exe) to export malicious binaries stored in SQL tables to the local filesystem. They first inject or store the malware payloads as binary objects in a database table (e.g., 'uGnzBdZbsi'), then use BCP commands to write these binaries to disk, specifying format files (e.g., 'FODsOZKgAU.txt') for proper extraction. This technique allows the attacker to bypass traditional network-based delivery mechanisms and leverage legitimate administrative tools to stage malware directly on the compromised server, reducing the likelihood of detection by network security controls.",,attack-pattern--1b133d58-4f79-e08c-0006-ba87786f54cc,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:51:47.970472Z,Abuse of BCP Utility for Local File Creation from Database,,2.1,attack-pattern,,,,,,"The object contains a description of an attack pattern that utilizes the Bulk Copy Program (BCP) utility to export malicious binaries stored in SQL tables to the local filesystem. 

Attackers inject or store malware payloads as binary objects in a database table, then use BCP commands to write these binaries to disk, specifying format files for proper extraction. This technique allows attackers to bypass traditional network-based delivery mechanisms and leverage legitimate administrative tools to stage malware directly on the compromised server, reducing the likelihood of detection by network security controls."
,2026-01-17T20:51:47.970524Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Following initial compromise, attackers use various legitimate command-line utilities—such as Curl, Bitsadmin, and PowerShell—to download additional malicious payloads from remote servers. These tools are invoked with specific URLs pointing to attacker-controlled infrastructure, and the downloaded files are saved to locations on the infected system. This approach enables flexible and reliable delivery of malware components, including backdoors, miners, and remote access tools, while blending in with normal administrative activity and evading some endpoint protections.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1105/"", ""external_id"": ""T1105""}]",attack-pattern--182cb842-ff8b-a8d7-aa43-448981d9c4f7,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:51:47.970524Z,"Malware Download via Curl, Bitsadmin, and PowerShell",,2.1,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern involving the use of malicious command-line utilities to download additional payloads from remote servers. 

The attack begins following an initial compromise, during which attackers leverage legitimate tools such as Curl, Bitsadmin, and PowerShell to fetch malicious files from attacker-controlled infrastructure. These downloaded files are then saved to various locations on the infected system.

This approach enables flexible and reliable delivery of malware components, including backdoors, miners, and remote access tools. The use of these common utilities blends in with normal administrative activity, thereby evading some endpoint protections."
,2026-01-17T20:51:47.970577Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Attackers install legitimate remote access software such as AnyDesk, RustDesk, and Teramind on compromised servers to establish persistent, interactive control. These tools are deployed via silent installation commands and batch scripts, often placed in system directories. By using widely recognized remote management software, attackers can maintain access even if other malware components are detected and removed. The campaign also involves modifying registry keys to facilitate remote logon and creating new user accounts specifically for remote access, further entrenching their foothold.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1219/"", ""external_id"": ""T1219""}]",attack-pattern--1d74e0bd-50d8-89e8-14a9-2cfac7644e3d,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-17T20:51:47.970577Z,"Installation and Abuse of Legitimate Remote Access Tools (AnyDesk, RustDesk, Teramind)",,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Installation and Abuse of Legitimate Remote Access Tools (AnyDesk, RustDesk, Teramind)"". This attack pattern involves attackers using widely recognized remote management software such as AnyDesk, RustDesk, and Teramind to establish persistent and interactive control over compromised servers.

To achieve this, the attackers deploy legitimate remote access software via silent installation commands and batch scripts, often placing them in system directories. This allows them to maintain access even if other malware components are detected and removed.

Furthermore, the attackers modify registry keys to facilitate remote logon and create new user accounts specifically for remote access, further entrenching their foothold on the compromised server.

The attack pattern is associated with a Mitre-Attack technique ID of T1219 and falls under the persistence phase of the kill chain."
,2026-01-17T20:51:47.970628Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Custom batch scripts are used to create new local user accounts (e.g., 'Remote99', 'Ladmin', 'erp2') with permissions to access the system via Remote Desktop Protocol (RDP). These scripts also modify system settings and registry keys to enable credential logon and facilitate remote access. By establishing new privileged accounts, attackers ensure continued access and control, even if the original compromised account is disabled or removed. This technique is a key aspect of the persistence and privilege escalation strategy observed in the campaign.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1136/001/"", ""external_id"": ""T1136.001""}]",attack-pattern--4ad80e6b-7119-947c-a7df-86a53ec04113,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-17T20:51:47.970628Z,Creation of New Local Users for RDP Access,,2.1,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern used by attackers to create new local user accounts with permissions for remote access via Remote Desktop Protocol (RDP). This technique is a key aspect of the persistence and privilege escalation strategy observed in a campaign.

Custom batch scripts are utilized to generate these new user accounts, modifying system settings and registry keys to enable credential logon and facilitate remote access. By establishing new privileged accounts, attackers ensure continued access and control even if the original compromised account is disabled or removed.

This attack pattern falls under the ""persistence"" phase of a kill chain."
,2026-01-17T20:51:47.970683Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Attackers deploy custom Rust-based scanner malware on infected servers to collect system information and scan for additional targets. The malware gathers IP and geolocation data via 'ip-api.com' and reports this information to a C&C server. It then performs targeted scans for RDP and MS-SQL services within the network, enabling lateral movement and identification of further vulnerable systems. The use of custom-built scanners demonstrates a tailored approach to internal reconnaissance and expansion within compromised environments.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1046/"", ""external_id"": ""T1046""}]",attack-pattern--507c5097-afe2-ccc0-e3f3-9421f6f3646d,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-17T20:51:47.970683Z,Deployment of Rust-based Scanner Malware for Network Reconnaissance,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern labeled as 'Deployment of Rust-based Scanner Malware for Network Reconnaissance'. This attack pattern involves attackers deploying custom Rust-based scanner malware on infected servers to gather system information, scan for additional targets, and identify vulnerable systems.

The malware uses 'ip-api.com' to collect IP and geolocation data, which is then reported to a Command and Control (C&C) server. The malware also performs targeted scans for RDP and MS-SQL services within the network, enabling lateral movement and expansion within compromised environments.

The use of custom-built scanners demonstrates a tailored approach to internal reconnaissance and expansion within compromised environments. This attack pattern can be linked to the MITRE-Attack technique T1046, which involves deploying malware to collect system information and scan for additional targets.

The attack pattern is categorized under the kill chain phase ""discovery"", indicating that it is part of the initial reconnaissance phase. The object contains no metadata fields that would provide further context or additional details about this specific attack pattern."
,2026-01-17T20:51:47.970785Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Beyond traditional data theft and ransomware, attackers install proxyware and cryptocurrency mining software on compromised servers. Proxyware leverages the server’s available internet bandwidth to generate revenue by sharing it with external parties, while CoinMiner exploits CPU resources to mine cryptocurrency. These monetization techniques are deployed alongside other malware, maximizing the financial gain from each compromised asset and often running covertly in the background to avoid detection.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1496/"", ""external_id"": ""T1496""}]",attack-pattern--c78bd3f3-4ff8-25bd-465c-9b60ec9be72f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-17T20:51:47.970785Z,Installation of Proxyware and CoinMiner for Resource Monetization,,2.1,attack-pattern,,,,,,"The object contains an attack pattern labeled 'Installation of Proxyware and CoinMiner for Resource Monetization'. This attack involves the installation of proxyware and cryptocurrency mining software on compromised servers to generate revenue. 

Proxyware is used to share the server's available internet bandwidth with external parties, while CoinMiner exploits CPU resources to mine cryptocurrency. These monetization techniques are often deployed alongside other malware to maximize financial gain from each compromised asset.

The attack runs covertly in the background to avoid detection by security systems. It has been identified as a threat within the context of the MITRE-ATTACK framework and is classified under the impact phase of the kill chain."
