aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities
,2026-01-20T20:14:13.631360Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"In this campaign, the upgraded Kazuar v3 loader leverages the Component Object Model (COM) to perform patchless bypasses of Event Tracing for Windows (ETW) and the Antimalware Scan Interface (AMSI). By abusing COM interfaces rather than patching system DLLs directly, the loader disables or evades these security mechanisms without altering code on disk, making detection and remediation significantly more difficult. This advanced evasion technique is specific to Turla’s implementation and demonstrates a sophisticated understanding of Windows internals.",,,attack-pattern--4850470e-0416-d1bb-241b-7bb15a864c1d,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:14:13.631360Z,Patchless ETW and AMSI Bypass via COM Abuse,,,,,,2.1,,,attack-pattern,,
"[""Kazuar v3"", ""Turla Kazuar""]",2026-01-20T20:14:23.395182Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Kazuar is a sophisticated backdoor and remote-access trojan attributed to the Turla group. In this attack, its v3 loader is deployed via DLL sideloading and is used to establish persistence, evade security solutions, and enable remote control of the infected system.",,,malware--2f707419-42dc-75d9-ca01-50b63c25f0e3,,,True,,"[""backdoor"", ""remote-access-trojan""]",2026-01-20T20:14:23.395182Z,Kazuar,,,,,,2.1,,,malware,,"[""remote-access"", ""persistence"", ""anti-analysis"", ""command-and-control"", ""data-exfiltration""]"
"[""Primitive Bear""]",2026-01-20T20:14:23.395270Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Gamaredon is a threat group known for deploying backdoors and remote-access trojans, often in collaboration with Turla. The article references a campaign involving both Gamaredon and Turla, implying Gamaredon malware may be present in the infection chain.",,,malware--b97802e1-eb72-0159-2e5b-cbe1c2a6a946,,,True,,"[""backdoor"", ""remote-access-trojan""]",2026-01-20T20:14:23.395270Z,Gamaredon,,,,,,2.1,,,malware,,"[""remote-access"", ""data-exfiltration"", ""command-and-control""]"
"[""Snake"", ""Uroburos"", ""Venomous Bear"", ""Waterbug"", ""KRYPTON""]",2026-01-20T20:14:30.688666Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,Turla is explicitly mentioned as the developer and operator of the Kazuar v3 loader and backdoor analyzed in this article. The group is responsible for deploying sophisticated malware using advanced evasion and persistence techniques as part of this campaign.,,"[""Deploy Kazuar v3 backdoor"", ""Evade security solutions"", ""Establish persistence"", ""Collect victim system information""]",threat-actor--be1ae0b5-f0ae-aef5-8902-51bacff8b106,,,,,,2026-01-20T20:14:30.688666Z,Turla,,,,espionage,advanced,2.1,"[""nation-state""]",,threat-actor,,
"[""Primitive Bear"", ""ACTINIUM"", ""Shamoon"", ""Winterflounder""]",2026-01-20T20:14:30.688755Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Gamaredon is mentioned in the context of a reported collaboration with Turla, as referenced by ESET. While their direct role in this specific attack is not detailed, they are implicated as part of the broader campaign involving Turla and the Kazuar v3 payloads.",,"[""Collaborate with Turla in cyber espionage campaigns""]",threat-actor--b97802e1-eb72-0159-2e5b-cbe1c2a6a946,,,,,,2026-01-20T20:14:30.688755Z,Gamaredon,,,,espionage,intermediate,2.1,"[""nation-state""]",,threat-actor,,
,2026-01-20T20:14:44.641846Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Used as the initial execution script to automate downloading files, creating directories, gathering system information, and launching the malicious payload via legitimate processes.",,,tool--b200cc95-1f07-62a2-2f40-e472b05b560e,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:14:44.641846Z,VBScript,,,,,,2.1,,"[""execution"", ""information-gathering""]",tool,,
,2026-01-20T20:14:44.641961Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,Abused as a COM object to download malicious payloads and exfiltrate victim data to the attacker's server via HTTP requests.,,,tool--cb1495b7-fd8c-01e0-34c5-7bdb753b5507,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-20T20:14:44.641961Z,WinHttp.WinHttpRequest.5.1,,,,,,2.1,,"[""information-gathering"", ""command-and-control"", ""exfiltration""]",tool,,
,2026-01-20T20:14:44.642025Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Used to write the downloaded binary data to disk, enabling the attacker to save and execute malicious files on the victim system.",,,tool--a6ed82cc-ca98-0978-d017-ac7d8c299927,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:14:44.642025Z,ADODB.Stream,,,,,,2.1,,"[""execution""]",tool,,
,2026-01-20T20:14:44.642079Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Employed to expand environment variables, run executables, and create registry entries for persistence.",,,tool--10608010-855d-c88f-5211-e85742954f25,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-20T20:14:44.642079Z,WScript.Shell,,,,,,2.1,,"[""execution"", ""persistence""]",tool,,
,2026-01-20T20:14:44.642137Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Used to create directories and enumerate files and folders, facilitating both payload staging and data collection for exfiltration.",,,tool--9ea8d72d-2441-e242-68b3-f754539c5370,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-20T20:14:44.642137Z,Scripting.FileSystemObject,,,,,,2.1,,"[""information-gathering"", ""execution""]",tool,,
,2026-01-20T20:14:44.642182Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Abused to collect information about the victim's computer name, user name, and domain for reconnaissance and exfiltration.",,,tool--b52e9304-4efb-0fec-1555-aec2562bfeb4,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-20T20:14:44.642182Z,WScript.Network,,,,,,2.1,,"[""information-gathering""]",tool,,
,2026-01-20T20:14:44.642227Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Leveraged to query operating system details and running processes, aiding in system profiling and data collection for the attacker.",,,tool--98b09009-d282-164d-0575-80f39d57620b,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-20T20:14:44.642227Z,WMI (Windows Management Instrumentation),,,,,,2.1,,"[""information-gathering"", ""discovery""]",tool,,
,2026-01-20T20:14:44.642276Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,The Windows registry 'Run' key is used to establish persistence by ensuring the malicious payload is executed on system startup.,,,tool--f51b70f6-1ab0-3225-1878-480e9d90d567,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-20T20:14:44.642276Z,Registry Run Key,,,,,,2.1,,"[""persistence""]",tool,,
